"sitecode","area","date","npp_mean","npp_min","npp_max","npp_sd","npp_nvals","npp_n_nas","npp_n_pix","qc_mean","qc_min","qc_max","qc_sd","qc_nvals","qc_n_nas","qc_n_pix"
"RNF","Protected Area",2013-12-31,1.90310049751244,1.1851,2.0121,0.108998897474354,402,0,402,57.9925373134328,36,69,6.22739855781338,402,0,402
"UDZ","ZOI",2000-12-31,0.702086591861006,0.2429,4.2618,0.155392931503665,19339,0,19339,53.1480676703399,16,91,12.9412160944353,19329,10,19339
"UDZ","ZOI",2001-12-31,0.886630766844201,0.3884,4.2995,0.198107585395241,19339,0,19339,54.2592477624295,17,86,12.6604068565226,19329,10,19339
"UDZ","ZOI",2002-12-31,0.891426087181343,0.4239,4.3013,0.190601479003103,19339,0,19339,55.2788038698329,18,93,13.2935926305176,19329,10,19339
"UDZ","ZOI",2003-12-31,0.631107699467398,0.1625,4.2579,0.123345975748507,19339,0,19339,49.9489368306689,16,90,13.6865835155611,19329,10,19339
"UDZ","ZOI",2004-12-31,0.811956186979678,0.333,4.2887,0.163211986490714,19339,0,19339,53.3647369237933,16,90,12.804383038404,19329,10,19339
"UDZ","ZOI",2005-12-31,0.745759666994157,0.2402,4.2847,0.142155908654211,19339,0,19339,49.751823684619,14,81,12.6927247549142,19329,10,19339
"UDZ","ZOI",2006-12-31,0.874003423134599,0.3294,4.3061,0.188585617315034,19339,0,19339,53.5569869108593,12,92,14.0682052056722,19329,10,19339
"UDZ","ZOI",2007-12-31,1.03954705517348,0.4084,4.3424,0.202568145162751,19339,0,19339,52.1889906358322,14,90,13.4895613178939,19329,10,19339
"UDZ","ZOI",2008-12-31,0.891091628315839,0.3203,4.3132,0.173525432037774,19339,0,19339,52.7076413678928,16,87,12.9354550591557,19329,10,19339
"UDZ","ZOI",2009-12-31,0.699439360876984,0.19,4.2716,0.137008208511118,19339,0,19339,47.9622348680807,12,97,13.0439397813343,19330,9,19339
"UDZ","ZOI",2010-12-31,0.637650447282693,0.1199,4.2397,0.129558612955297,19339,0,19339,48.1991205380238,11,99,13.3128300599667,19330,9,19339
"UDZ","ZOI",2011-12-31,0.898473649102849,0.3567,4.2984,0.193903748916335,19339,0,19339,50.5635507733692,12,97,13.6997563953157,19331,8,19339
"UDZ","ZOI",2012-12-31,0.883626687005533,0.3263,4.3109,0.188250284966284,19339,0,19339,46.9634745718868,13,83,12.6687782160052,19329,10,19339
"UDZ","ZOI",2013-12-31,0.780515678163297,0.264,4.2761,0.158213645951771,19339,0,19339,47.5524055871702,14,99,13.1143827801734,19330,9,19339
"UDZ","Sample Area",2000-12-31,0.908904137931035,0.3353,1.0838,0.167492004318225,145,0,145,73.6413793103448,57,87,5.86026623170939,145,0,145
"UDZ","Sample Area",2001-12-31,1.14886137931034,0.4436,1.3931,0.208204219386415,145,0,145,73.7655172413793,60,83,4.66817504358479,145,0,145
"UDZ","Sample Area",2002-12-31,1.11642482758621,0.4651,1.3047,0.185142122034756,145,0,145,75.8551724137931,63,86,4.70221477123167,145,0,145
"UDZ","Sample Area",2003-12-31,0.781066896551724,0.2262,0.9528,0.147119315738004,145,0,145,74.8758620689655,56,84,5.45547986307332,145,0,145
"UDZ","Sample Area",2004-12-31,1.02427034482759,0.333,1.2533,0.192711581458802,145,0,145,74.3448275862069,61,82,4.45093515508699,145,0,145
"UDZ","Sample Area",2005-12-31,0.902907586206897,0.2402,1.064,0.166090466514637,145,0,145,70.0275862068966,58,81,4.59459952853197,145,0,145
"UDZ","Sample Area",2006-12-31,1.12232275862069,0.4231,1.3566,0.201940354830341,145,0,145,77.6758620689655,61,86,4.84894427029209,145,0,145
"UDZ","Sample Area",2007-12-31,1.25770620689655,0.5993,1.4938,0.208800932316422,145,0,145,75.4344827586207,59,86,5.40551903292604,145,0,145
"UDZ","Sample Area",2008-12-31,1.07760137931034,0.4054,1.2987,0.197522919551338,145,0,145,74.2827586206896,65,84,4.59725680324066,145,0,145
"UDZ","Sample Area",2009-12-31,0.838963448275862,0.2076,0.9811,0.157755030653099,145,0,145,69.7724137931035,56,78,4.51962514975002,145,0,145
"UDZ","Sample Area",2010-12-31,0.828250344827586,0.2088,0.9986,0.157423808786336,145,0,145,70.7103448275862,56,82,5.23598292982123,145,0,145
"UDZ","Sample Area",2011-12-31,1.09382482758621,0.3665,1.3821,0.233718435935159,145,0,145,74.2137931034483,60,85,5.00858458451386,145,0,145
"UDZ","Sample Area",2012-12-31,1.11600620689655,0.4668,1.3163,0.188335874326771,145,0,145,67.3448275862069,52,78,4.64037131887218,145,0,145
"UDZ","Sample Area",2013-12-31,0.981643448275862,0.2721,1.1549,0.186654309045489,145,0,145,70.2,56,82,4.50092583068565,145,0,145
"UDZ","Protected Area",2000-12-31,0.828603168506961,0.3242,1.1496,0.164412221848395,2083,0,2083,60.2746039366299,29,88,11.4765962109824,2083,0,2083
"UDZ","Protected Area",2001-12-31,1.08016706673068,0.4436,1.4406,0.190518078518676,2083,0,2083,62.2554008641383,32,86,10.7895359423044,2083,0,2083
"UDZ","Protected Area",2002-12-31,1.05378742198752,0.4651,1.3836,0.186230977624874,2083,0,2083,63.2611617858857,22,87,11.7515900775535,2083,0,2083
"UDZ","Protected Area",2003-12-31,0.722989870379261,0.2262,0.9929,0.121957130379751,2083,0,2083,59.1608257321171,24,86,13.0452019029832,2083,0,2083
"UDZ","Protected Area",2004-12-31,0.967686941910706,0.333,1.2597,0.152905653834177,2083,0,2083,62.4335093614978,26,86,11.0097664496123,2083,0,2083
"UDZ","Protected Area",2005-12-31,0.859722035525684,0.2402,1.1116,0.14573333271576,2083,0,2083,58.693710993759,28,81,10.4277070241712,2083,0,2083
"UDZ","Protected Area",2006-12-31,1.05436216994719,0.4231,1.4091,0.183376729305058,2083,0,2083,63.0004800768123,26,88,11.8484465905448,2083,0,2083
"UDZ","Protected Area",2007-12-31,1.22269779164666,0.5826,1.5733,0.196545026568224,2083,0,2083,60.6265002400384,24,86,12.565972250134,2083,0,2083
"UDZ","Protected Area",2008-12-31,1.04729635141623,0.4054,1.3566,0.159188843794415,2083,0,2083,61.1166586653865,28,86,11.0391115857851,2083,0,2083
"UDZ","Protected Area",2009-12-31,0.799978156505041,0.2076,1.0282,0.122118732825388,2083,0,2083,56.6975516082573,16,80,12.0182669466189,2083,0,2083
"UDZ","Protected Area",2010-12-31,0.766675852136342,0.2088,1.023,0.12262878269605,2083,0,2083,55.9001440230437,18,85,12.9937402714713,2083,0,2083
"UDZ","Protected Area",2011-12-31,1.09191368218915,0.3665,1.4117,0.192563337410144,2083,0,2083,60.6380220835334,23,88,11.1389587417162,2083,0,2083
"UDZ","Protected Area",2012-12-31,1.05158665386462,0.4668,1.398,0.179338244956886,2083,0,2083,56.4291886701872,22,80,12.2874690221636,2083,0,2083
"UDZ","Protected Area",2013-12-31,0.928697503600576,0.2721,1.2131,0.147302581779656,2083,0,2083,56.8511761881901,20,82,11.5999574475506,2083,0,2083
"VB","ZOI",2000-12-31,1.08801944148621,0.2586,6.5474,0.502491873065167,8451,37,8488,75.3495846876129,43,100,7.72480568890087,8307,181,8488
"VB","ZOI",2001-12-31,1.07613624423145,0.1735,6.5474,0.502195399912525,8451,37,8488,76.789866409917,40,100,7.83945420412354,8309,179,8488
"VB","ZOI",2002-12-31,1.0009977162466,0.233,6.5474,0.511266375466212,8451,37,8488,75.197466827503,44,100,8.26435984943789,8290,198,8488
"VB","ZOI",2003-12-31,1.01952811501597,0.1422,6.5474,0.508985505160894,8451,37,8488,78.4771604194287,40,100,7.5162626793398,8297,191,8488
"VB","ZOI",2004-12-31,1.02067186131819,0.1974,6.5474,0.508243347045886,8451,37,8488,75.3802986512524,39,100,8.62083536927198,8304,184,8488
"VB","ZOI",2005-12-31,1.00685511773755,0.1645,6.5474,0.508494592569988,8451,37,8488,75.1692363285955,44,100,7.78745189740327,8302,186,8488
"VB","ZOI",2006-12-31,1.06239620163294,0.2458,6.5474,0.507005710268378,8451,37,8488,75.7139751177678,42,100,7.80584566293202,8279,209,8488
"VB","ZOI",2007-12-31,0.920103135723583,0.1446,6.5474,0.517573304263294,8451,37,8488,72.5121774776947,36,100,8.45117962204508,8294,194,8488
"VB","ZOI",2008-12-31,1.08913997160099,0.2173,6.5475,0.501193123816221,8451,37,8488,75.2677582470503,39,100,7.86121723289266,8306,182,8488
"VB","ZOI",2009-12-31,0.989184309549166,0.1763,6.5474,0.510810520643354,8451,37,8488,73.5692252078564,35,100,8.91684476287421,8299,189,8488
"VB","ZOI",2010-12-31,0.948196793278902,0.1697,6.5474,0.514968932345282,8451,37,8488,76.6822407340336,47,99,7.46479831684217,8283,205,8488
"VB","ZOI",2011-12-31,1.01748520885102,0.1864,6.5474,0.507740352156902,8451,37,8488,73.7730231436837,40,100,8.24185061602065,8296,192,8488
"VB","ZOI",2012-12-31,1.06734779316057,0.1826,6.5474,0.502954457244678,8451,37,8488,74.751715833835,38,100,7.81160669690062,8305,183,8488
"VB","ZOI",2013-12-31,0.984548301976098,0.1746,6.5474,0.510094761167751,8451,37,8488,72.1799470389985,38,100,7.88616783319875,8308,180,8488
"VB","Sample Area",2000-12-31,1.08426142857143,0.9414,1.1593,0.0339971134133099,210,0,210,77.3761904761905,71,83,2.46824904753844,210,0,210
"VB","Sample Area",2001-12-31,1.06957047619048,0.9703,1.1454,0.0258771496763118,210,0,210,78.4428571428571,69,87,3.14848963996819,210,0,210
"VB","Sample Area",2002-12-31,0.994264761904762,0.8651,1.076,0.0338291654722062,210,0,210,77.0142857142857,68,89,3.89021416296921,210,0,210
"VB","Sample Area",2003-12-31,0.994210952380952,0.8587,1.0409,0.0276390027456282,210,0,210,77.4380952380952,69,88,3.92251215647327,210,0,210
"VB","Sample Area",2004-12-31,1.01441428571429,0.8995,1.0858,0.0281862107131792,210,0,210,77.2476190476191,68,88,4.52273565937824,210,0,210
"VB","Sample Area",2005-12-31,0.988301428571429,0.8752,1.058,0.0268561692298179,210,0,210,74.0761904761905,62,82,3.54653341922627,210,0,210
"VB","Sample Area",2006-12-31,1.04811666666667,0.928,1.1124,0.0291814543966156,210,0,210,75.1619047619048,63,86,4.61767730823016,210,0,210
"VB","Sample Area",2007-12-31,0.893687619047619,0.8083,0.9536,0.0212331450531803,210,0,210,73.3714285714286,62,84,3.9391475114399,210,0,210
"VB","Sample Area",2008-12-31,1.06977619047619,0.9712,1.1254,0.0250483246775138,210,0,210,75.6761904761905,66,86,4.55691333056722,210,0,210
"VB","Sample Area",2009-12-31,0.96169,0.8488,1.0422,0.0273010532246841,210,0,210,73.9619047619048,64,84,3.99862131628861,210,0,210
"VB","Sample Area",2010-12-31,0.925512857142857,0.8196,1.0056,0.0316584913275631,210,0,210,80.8952380952381,73,87,3.45559337033823,210,0,210
"VB","Sample Area",2011-12-31,0.983987142857143,0.838,1.0539,0.0336732551354172,210,0,210,72.4666666666667,62,83,4.29100910866592,210,0,210
"VB","Sample Area",2012-12-31,1.0416480952381,0.942,1.1132,0.0320393496279838,210,0,210,74.8380952380952,68,82,2.6776545100324,210,0,210
"VB","Sample Area",2013-12-31,0.952736666666667,0.8498,1.0128,0.0229726556474434,210,0,210,71.8333333333333,63,82,4.33698165644694,210,0,210
"VB","Protected Area",2000-12-31,1.05451063394683,0.2586,1.2239,0.132445170566388,489,0,489,81.5398773006135,71,94,4.42780715641752,489,0,489
"VB","Protected Area",2001-12-31,1.0164445807771,0.1735,1.1564,0.146509732291144,489,0,489,83.2760736196319,72,96,4.77564905496712,489,0,489
"VB","Protected Area",2002-12-31,0.96140736196319,0.233,1.1248,0.134823654202724,489,0,489,83.7730061349693,70,95,5.87224014021111,489,0,489
"VB","Protected Area",2003-12-31,0.931242944785276,0.1422,1.0503,0.142916739762791,489,0,489,82.4212678936605,72,93,5.08517993256173,489,0,489
"VB","Protected Area",2004-12-31,0.948752760736196,0.1974,1.0954,0.140052617884045,489,0,489,82.4478527607362,70,93,5.04709790118815,489,0,489
"VB","Protected Area",2005-12-31,0.942850920245399,0.1645,1.0718,0.134595972844338,489,0,489,78.760736196319,64,90,4.97267247946734,489,0,489
"VB","Protected Area",2006-12-31,1.0103063394683,0.2458,1.2508,0.141581298477522,489,0,489,81.3660531697342,63,96,5.81995515774398,489,0,489
"VB","Protected Area",2007-12-31,0.842656237218814,0.1446,0.9623,0.125206742992263,489,0,489,78.4846625766871,65,93,5.2024850165068,489,0,489
"VB","Protected Area",2008-12-31,1.02041492842536,0.2173,1.1592,0.140818094940782,489,0,489,80.8568507157464,66,95,5.39352593661123,489,0,489
"VB","Protected Area",2009-12-31,0.912547239263804,0.1763,1.0422,0.130057888740803,489,0,489,80.1390593047035,65,94,5.85209503736856,489,0,489
"VB","Protected Area",2010-12-31,0.896242535787321,0.1697,1.8886,0.152053772946702,489,0,489,84.2869022869023,73,96,4.1978187501585,481,8,489
"VB","Protected Area",2011-12-31,0.946129243353783,0.1864,1.1306,0.135813928368837,489,0,489,78.6421267893661,62,94,6.32072641021141,489,0,489
"VB","Protected Area",2012-12-31,0.986181390593047,0.1826,1.1891,0.149876694815712,489,0,489,79.3128834355828,67,94,5.05322669889263,489,0,489
"VB","Protected Area",2013-12-31,0.910579141104294,0.1746,1.064,0.131553765011135,489,0,489,77.5950920245399,64,91,5.84986832919965,489,0,489
"YAN","ZOI",2000-12-31,2.16981051908816,0.4327,4.0738,0.434887093104875,3641,0,3641,83.4524277294415,52,100,7.809399282488,3563,78,3641
"YAN","ZOI",2001-12-31,2.05228890414721,0.3497,3.3533,0.387613326956119,3641,0,3641,79.7704419889503,52,100,7.77033271761027,3620,21,3641
"YAN","ZOI",2002-12-31,2.2588856907443,0.2769,3.5128,0.444091679335561,3641,0,3641,82.6172737306843,57,100,6.94030694711248,3624,17,3641
"YAN","ZOI",2003-12-31,2.14403336995331,0.5355,3.0732,0.407754401838359,3641,0,3641,80.4033729610174,57,100,7.26582189594044,3617,24,3641
"YAN","ZOI",2004-12-31,2.18052279593518,0.3989,3.6637,0.438418210588711,3641,0,3641,81.3765840220386,58,100,6.63773894466841,3630,11,3641
"YAN","ZOI",2005-12-31,2.13400120845921,0.3396,4.2308,0.445708951452776,3641,0,3641,77.5430669302457,56,100,8.49228101313016,3541,100,3641
"YAN","ZOI",2006-12-31,2.17075457291953,0.4027,3.3882,0.406734167237584,3641,0,3641,77.8181818181818,48,100,7.82743055253996,3630,11,3641
"YAN","ZOI",2007-12-31,1.96830623455095,0.2892,4.8052,0.419012316516398,3641,0,3641,79.8457865168539,52,100,7.90979519432882,3560,81,3641
"YAN","ZOI",2008-12-31,2.02564202142269,0.4159,4.7641,0.421239040699624,3641,0,3641,79.153006993007,55,100,8.45590466927297,3575,66,3641
"YAN","ZOI",2009-12-31,1.983018456468,0.4531,3.4904,0.353876869541692,3641,0,3641,81.3773428886439,57,100,6.92168204035966,3628,13,3641
"YAN","ZOI",2010-12-31,1.9738350727822,0.4527,2.3587,0.365500245197376,3641,0,3641,75.4850068775791,48,99,8.50992384002487,3635,6,3641
"YAN","ZOI",2011-12-31,1.87105652293326,0.2538,2.4049,0.3632477103108,3641,0,3641,76.2126547455296,54,99,6.99800698653755,3635,6,3641
"YAN","ZOI",2012-12-31,1.96301115078275,0.37,2.417,0.384129154979541,3641,0,3641,77.4845899834893,56,99,7.77755770208549,3634,7,3641
"YAN","ZOI",2013-12-31,1.98331925295249,0.3147,5.1152,0.371815790434705,3641,0,3641,77.8145879732739,49,100,8.08942149165651,3592,49,3641
"YAN","Sample Area",2000-12-31,2.36182142857143,1.7455,2.5181,0.143223144494544,168,0,168,83.7619047619048,73,95,5.46544736623006,168,0,168
"YAN","Sample Area",2001-12-31,2.19254345238095,1.5403,2.3916,0.106960179864436,168,0,168,80.8630952380952,70,91,4.89032479388412,168,0,168
"YAN","Sample Area",2002-12-31,2.51528095238095,1.6874,2.6792,0.119009113500158,168,0,168,83.2440476190476,77,92,3.58556157137902,168,0,168
"YAN","Sample Area",2003-12-31,2.30457916666667,1.8162,2.5272,0.138732101226352,168,0,168,80.3809523809524,71,92,4.81615236868991,168,0,168
"YAN","Sample Area",2004-12-31,2.378825,1.5913,2.5509,0.12919591248331,168,0,168,83.8452380952381,76,91,3.64270757896451,168,0,168
"YAN","Sample Area",2005-12-31,2.33239047619048,1.6917,2.5247,0.126790115709735,168,0,168,78.2738095238095,67,96,6.8251931875467,168,0,168
"YAN","Sample Area",2006-12-31,2.37561428571429,1.6352,2.5583,0.103711332617314,168,0,168,77.1726190476191,65,89,5.40015194265003,168,0,168
"YAN","Sample Area",2007-12-31,2.06789166666667,1.3505,2.3538,0.177278268158501,168,0,168,82.3333333333333,70,96,5.93847363064586,168,0,168
"YAN","Sample Area",2008-12-31,2.2124494047619,1.3727,2.408,0.137605437417383,168,0,168,79.9702380952381,67,96,6.74641230469109,168,0,168
"YAN","Sample Area",2009-12-31,2.16455416666667,1.58,2.2807,0.0880657564979991,168,0,168,82.9642857142857,74,95,4.88783514665466,168,0,168
"YAN","Sample Area",2010-12-31,2.15108154761905,1.5984,2.3004,0.0948015990920243,168,0,168,76.1428571428571,65,91,6.82482761887609,168,0,168
"YAN","Sample Area",2011-12-31,2.04557976190476,1.3288,2.1613,0.0956675127780616,168,0,168,75.8035714285714,62,88,6.41691153403146,168,0,168
"YAN","Sample Area",2012-12-31,2.14792023809524,1.4941,2.3267,0.131335848939691,168,0,168,78.6904761904762,64,93,7.43027661331178,168,0,168
"YAN","Sample Area",2013-12-31,2.1414119047619,1.6808,2.3159,0.101479758053287,168,0,168,77.5,65,92,6.33023350970761,168,0,168
"YAN","Protected Area",2000-12-31,2.07810048143054,0.4327,4.0738,0.449753497603498,2908,0,2908,86.3294450335808,72,100,4.8656256558514,2829,79,2908
"YAN","Protected Area",2001-12-31,1.96235505502063,0.3497,3.3533,0.395557376825526,2908,0,2908,83.1682275407562,70,100,4.84074661321254,2883,25,2908
"YAN","Protected Area",2002-12-31,2.18987819807428,0.2769,3.5128,0.458962755389958,2908,0,2908,85.0248876598687,73,100,4.30293926725116,2893,15,2908
"YAN","Protected Area",2003-12-31,2.06132964236589,0.5355,3.7769,0.410140049588989,2908,0,2908,83.2939742250087,71,100,4.84562684963318,2871,37,2908
"YAN","Protected Area",2004-12-31,2.10020643053645,0.3989,2.8383,0.433906809871056,2908,0,2908,84.0227586206897,71,100,4.10421744953549,2900,8,2908
"YAN","Protected Area",2005-12-31,2.03589656121045,0.3396,4.2308,0.452998824046392,2908,0,2908,81.1373937677054,65,100,6.18170633156605,2824,84,2908
"YAN","Protected Area",2006-12-31,2.09736100412655,0.4027,3.3882,0.414918508109917,2908,0,2908,81.7996545768567,65,100,4.63318606894583,2895,13,2908
"YAN","Protected Area",2007-12-31,1.88510137551582,0.2892,4.8052,0.42263072957266,2908,0,2908,83.317908866125,69,100,5.25376802423452,2831,77,2908
"YAN","Protected Area",2008-12-31,1.92940749656121,0.4159,4.7641,0.436207167187886,2908,0,2908,83.0819787985866,65,100,6.02560170432476,2830,78,2908
"YAN","Protected Area",2009-12-31,1.91863373452545,0.4531,3.164,0.351952125559929,2908,0,2908,84.3214779005525,71,99,4.60500981509198,2896,12,2908
"YAN","Protected Area",2010-12-31,1.90741378954608,0.4527,2.3587,0.368928848336452,2908,0,2908,79.1347346657478,60,99,5.89001570341289,2902,6,2908
"YAN","Protected Area",2011-12-31,1.81103844566713,0.2538,2.4049,0.368539929313466,2908,0,2908,79.223983459683,62,99,5.20388880756943,2902,6,2908
"YAN","Protected Area",2012-12-31,1.88415013755158,0.37,2.417,0.384311808922715,2908,0,2908,80.6608066184074,64,99,6.04558070889498,2901,7,2908
"YAN","Protected Area",2013-12-31,1.89471217331499,0.3147,5.1152,0.385066264495676,2908,0,2908,81.330656424581,65,100,5.72241422632864,2864,44,2908
"YAS","ZOI",2000-12-31,1.47977919780387,0.4962,5.7213,0.151445369538438,6557,0,6557,78.5570356760067,59,100,3.32864278939643,6531,26,6557
"YAS","ZOI",2001-12-31,1.41851708098216,0.5546,5.7302,0.15444838962909,6557,0,6557,79.374693627451,63,100,3.15110247674447,6528,29,6557
"YAS","ZOI",2002-12-31,1.49908682324234,0.5673,5.7425,0.149233419215836,6557,0,6557,81.4612319950965,67,100,3.58826720889279,6526,31,6557
"YAS","ZOI",2003-12-31,1.50229155101418,0.5071,5.7275,0.153475429312556,6557,0,6557,86.9047399907961,69,100,3.44860666516262,6519,38,6557
"YAS","ZOI",2004-12-31,1.48434555436938,0.5101,5.7319,0.153143673217569,6557,0,6557,83.2545565936591,61,100,3.78526973869635,6529,28,6557
"YAS","ZOI",2005-12-31,1.55987890803721,0.5848,5.7441,0.151457501893945,6557,0,6557,81.164366758663,66,98,2.90423226895351,6522,35,6557
"YAS","ZOI",2006-12-31,1.65641366478573,0.6247,5.7799,0.151969311278344,6557,0,6557,81.0263440036759,67,100,3.56232732707106,6529,28,6557
"YAS","ZOI",2007-12-31,1.58104453256062,0.542,5.7414,0.14804968266838,6557,0,6557,80.6657987440649,62,100,3.45752351859987,6529,28,6557
"YAS","ZOI",2008-12-31,1.38387262467592,0.4902,5.7219,0.150974459420172,6557,0,6557,82.9518700183936,65,100,3.31042252816837,6524,33,6557
"YAS","ZOI",2009-12-31,1.55244035382034,0.5305,5.7423,0.154143250966576,6557,0,6557,82.875651640601,70,99,2.70215920866597,6522,35,6557
"YAS","ZOI",2010-12-31,1.50505914290072,0.5906,5.7364,0.152748062763201,6557,0,6557,79.2264295569523,67,100,3.18841440803225,6523,34,6557
"YAS","ZOI",2011-12-31,1.28469778862285,0.4179,5.6945,0.157526074310076,6557,0,6557,80.4668199233716,68,100,3.09000650109266,6525,32,6557
"YAS","ZOI",2012-12-31,1.36429255757206,0.5038,5.7149,0.150292314075086,6557,0,6557,77.0938744257274,59,99,3.62821635166307,6530,27,6557
"YAS","ZOI",2013-12-31,1.42097797773372,0.4927,5.7264,0.14953405378986,6557,0,6557,80.3743487588109,66,100,3.04511331366524,6526,31,6557
"YAS","Sample Area",2000-12-31,1.4578110619469,1.2848,1.5311,0.0410092879639686,226,0,226,77.8672566371681,72,85,3.1141381537291,226,0,226
"YAS","Sample Area",2001-12-31,1.41168407079646,1.2756,1.4603,0.0347272485172262,226,0,226,79.8849557522124,73,87,2.4138570790404,226,0,226
"YAS","Sample Area",2002-12-31,1.48842831858407,1.323,1.5465,0.0409776035718734,226,0,226,81.3185840707965,73,90,3.40787450662443,226,0,226
"YAS","Sample Area",2003-12-31,1.49851415929204,1.2768,1.5613,0.0373506504295747,226,0,226,86.4690265486726,78,94,2.89081548343924,226,0,226
"YAS","Sample Area",2004-12-31,1.46201548672566,1.249,1.5311,0.0510347862103862,226,0,226,83.1327433628319,75,90,2.94845925799677,226,0,226
"YAS","Sample Area",2005-12-31,1.55676681415929,1.345,1.6137,0.0327692566698453,226,0,226,81.7345132743363,75,89,2.35520303107838,226,0,226
"YAS","Sample Area",2006-12-31,1.64663097345133,1.4375,1.7115,0.0472852724633904,226,0,226,79.570796460177,69,88,3.48288976865614,226,0,226
"YAS","Sample Area",2007-12-31,1.56766725663717,1.4054,1.6243,0.0345974332830319,226,0,226,80.4823008849557,72,87,2.87860244141711,226,0,226
"YAS","Sample Area",2008-12-31,1.3544110619469,1.1222,1.4447,0.0487661832897043,226,0,226,83.0929203539823,75,90,3.03391838501988,226,0,226
"YAS","Sample Area",2009-12-31,1.53619026548673,1.4087,1.6001,0.0377704480945426,226,0,226,82.4646017699115,76,88,2.48570742370528,226,0,226
"YAS","Sample Area",2010-12-31,1.49907168141593,1.4129,1.54,0.0184710077642489,226,0,226,77.212389380531,71,82,2.11849559801763,226,0,226
"YAS","Sample Area",2011-12-31,1.26853451327434,1.1845,1.317,0.0259782790291736,226,0,226,80.9778761061947,74,88,2.57240862533409,226,0,226
"YAS","Sample Area",2012-12-31,1.34541637168142,1.2835,1.3785,0.0172784142051133,226,0,226,75.5840707964602,70,81,2.43392929219606,226,0,226
"YAS","Sample Area",2013-12-31,1.40909026548673,1.2879,1.4575,0.0312112243758606,226,0,226,81.5088495575221,75,87,2.71332702774448,226,0,226
"YAS","Protected Area",2000-12-31,1.40740186082574,0.6123,4.8409,0.0984233376483566,10318,0,10318,78.1323757763975,61,99,2.99748251550326,10304,14,10318
"YAS","Protected Area",2001-12-31,1.3448210505912,0.6266,4.8117,0.0976931343213845,10318,0,10318,78.8355007763975,65,99,3.36074266587499,10304,14,10318
"YAS","Protected Area",2002-12-31,1.43692228144989,0.6231,4.8431,0.094750393056418,10318,0,10318,81.147335727458,68,99,3.28099580104698,10303,15,10318
"YAS","Protected Area",2003-12-31,1.44065047489824,0.6346,4.8565,0.105967330016337,10318,0,10318,87.4084726000777,69,100,3.02878332689645,10292,26,10318
"YAS","Protected Area",2004-12-31,1.44548868966854,0.6107,4.838,0.0924685493924326,10318,0,10318,81.597923136646,61,100,3.42608471074814,10304,14,10318
"YAS","Protected Area",2005-12-31,1.49062134134522,0.6373,4.8548,0.103179796417421,10318,0,10318,79.1971844660194,66,98,3.18888676056054,10300,18,10318
"YAS","Protected Area",2006-12-31,1.58354132583834,0.702,4.8925,0.105710940340593,10318,0,10318,78.7936723602485,66,100,3.65392851303421,10304,14,10318
"YAS","Protected Area",2007-12-31,1.51098302965691,0.6433,4.8891,0.0931845566871018,10318,0,10318,79.5080073764923,62,99,3.56400131275957,10303,15,10318
"YAS","Protected Area",2008-12-31,1.32214289591006,0.5818,4.8099,0.0948544522108643,10318,0,10318,83.3086635586636,65,99,3.16094223677713,10296,22,10318
"YAS","Protected Area",2009-12-31,1.49582624539639,0.6366,4.8551,0.093915994395885,10318,0,10318,81.3062433245946,69,99,3.11500463715791,10299,19,10318
"YAS","Protected Area",2010-12-31,1.44029145183175,0.6373,4.8596,0.0986330992837067,10318,0,10318,77.8805825242718,65,100,3.26618129279248,10300,18,10318
"YAS","Protected Area",2011-12-31,1.22233128513278,0.538,4.7673,0.0900292006742195,10318,0,10318,78.7555081044356,65,100,3.6869480859664,10303,15,10318
"YAS","Protected Area",2012-12-31,1.29426500290754,0.5521,4.7985,0.0928437359715494,10318,0,10318,74.8803609547836,62,98,2.99035300059146,10306,12,10318
"YAS","Protected Area",2013-12-31,1.36668744911805,0.5587,4.8274,0.0861681466180102,10318,0,10318,76.3734834514219,61,100,4.17216878823097,10303,15,10318
